구분,문항 번호,질문 내용,변수명
개인,Q43-3,하고 있는 일의 내용,p4313
개인,Q43-4,근로환경,p4314
개인,Q43-5,근로시간,p4315
개인,Q43-6,승진 기회,p4316
개인,Q43-7,고용 형태,p4317
개인,Q43-8,직무에 대한 평가,p4318
개인,Q43-9,복지후생,p4319
개인,Q54-1,현재 주택 보유 형태는?,p43houseown
개인,Q54-2,주택 구입 시 애로사항은?,p43houseobst
개인,Q54-3,정부 주택정책 인지도는?,p43housepolaware
개인,Q54-4,정책 이용 경험은?,p43houseuse
개인,Q54-5,정책 만족도는?,p43housesat
개인,Q55-1,최근 1년간 문화시설 이용 경험은?,p44cultureexp
개인,Q55-2,이용한 문화시설 종류는?,p44culturetype
개인,Q55-3,이용 횟수는?,p44culturefreq
개인,Q55-4,이용 만족도는?,p44culturesat
개인,Q55-5,문화 접근성에 대한 의견은?,p44cultureaccess
개인,Q56-1,스마트워크 경험이 있습니까?,p45smartwork
개인,Q56-2,스마트워크 유형은?,p45smarttype
개인,Q56-3,스마트워크 만족도는?,p45smartsat
개인,Q56-4,스마트워크 장점은?,p45smartadv
개인,Q56-5,스마트워크 단점은?,p45smartdis
개인,Q57-1,디지털 서비스 불편 경험이 있습니까?,p46digitalexp
개인,Q57-2,불편을 느낀 서비스는?,p46digitaltype
개인,Q57-3,불편 사유는 무엇입니까?,p46digitalwhy
개인,Q57-4,개선이 필요한 점은?,p46digitalimprove
개인,Q57-5,디지털 소외감 수준은?,p46digitalgap
개인,Q58-1,최근 1년간 사회참여 경험은?,p47socialexp
개인,Q58-2,참여한 활동 종류는?,p47socialtype
개인,Q58-3,활동 참여 동기는?,p47socialwhy
개인,Q58-4,참여 시 느낀 점은?,p47socialfeel
개인,Q58-5,향후 사회참여 계획은?,p47socialplan
개인,Q59-1,재난 대비 인식 수준은?,p48disasteraware
개인,Q59-2,재난 시 행동 요령 숙지 여부는?,p48disasterknow
개인,Q59-3,재난 경험이 있으십니까?,p48disasterexp
개인,Q59-4,재난정보 획득 경로는?,p48disasterinfo
개인,Q59-5,재난대응 정책 만족도는?,p48disastersat
개인,Q60-1,환경오염 체감 수준은?,p49pollutionfeel
개인,Q60-2,환경문제 우려 정도는?,p49pollutionworry
개인,Q60-3,환경보호 실천 여부는?,p49protection
개인,Q60-4,환경정책 인지도는?,p49policyaware
개인,Q60-5,정책 만족도는?,p49policysat
개인,Q61-1,1년 내 학업 계획이 있으십니까?,p50studyplan
개인,Q61-2,학업 계획 이유는?,p50studywhy
개인,Q61-3,계획 중인 학업 내용은?,p50studywhat
개인,Q61-4,학업 장소는 어디입니까?,p50studywhere
개인,Q61-5,학업 관련 지원 필요사항은?,p50studyhelp
개인,Q62-1,사회적 고립감을 느낀 적 있습니까?,p51isolationfeel
개인,Q62-2,고립감 주요 원인은?,p51isolationwhy
개인,Q62-3,고립감 극복 방법은?,p51isolationhow
개인,Q62-4,고립감 해소 필요 지원은?,p51isolationneed
개인,Q62-5,향후 고립감 해소 계획은?,p51isolationplan
개인,Q63-1,최근 1년간 정신건강 관련 상담 경험은?,p52mentalexp
개인,Q63-2,상담 기관 유형은?,p52mentalinstitution
개인,Q63-3,상담 만족도는?,p52mentalsat
개인,Q63-4,정신건강 정보 획득 경로는?,p52mentalinfo
개인,Q63-5,추가 상담 희망 여부는?,p52mentalhope
개인,Q64-1,경제 불안정성 체감 수준은?,p53economyfeel
개인,Q64-2,불안감 주요 원인은?,p53economywhy
개인,Q64-3,대응 방법은 무엇입니까?,p53economyhow
개인,Q64-4,정부 대책에 대한 의견은?,p53economyopinion
개인,Q64-5,정책 신뢰 수준은?,p53economytrust
개인,Q65-1,1년 내 학습 서비스 이용 경험은?,p54learnexp
개인,Q65-2,이용한 서비스 종류는?,p54learntype
개인,Q65-3,이용 만족도는?,p54learnsat
개인,Q65-4,향후 이용 계획은?,p54learnplan
개인,Q65-5,학습 목적은 무엇입니까?,p54learnwhy
개인,Q66-1,사회복지 인식 수준은?,p55welfareaware
개인,Q66-2,복지제도 이용 경험은?,p55welfareuse
개인,Q66-3,복지서비스 접근성은?,p55welfareaccess
개인,Q66-4,복지 개선 요구 사항은?,p55welfareimprove
개인,Q66-5,복지정책에 대한 전반적 만족도는?,p55welfaresat
개인,Q67-1,청년층 정책에 대한 인식은?,p56youthaware
개인,Q67-2,정책 정보 획득 경로는?,p56youthinfo
개인,Q67-3,정책 참여 경험은?,p56youthpart
개인,Q67-4,정책 만족도는?,p56youthsat
개인,Q67-5,향후 정책 개선 희망사항은?,p56youthimprove
개인,Q68-1,다문화 수용 인식 수준은?,p57multiaware
개인,Q68-2,다문화 관련 정보 획득 경로는?,p57multiinfo
개인,Q68-3,다문화 관련 교육 경험은?,p57multiedu
개인,Q68-4,다문화 관련 정책 인지도는?,p57multipolaware
개인,Q68-5,정책 수용도는?,p57multisat
개인,Q69-1,최근 1년간 SNS 이용 빈도는?,p58snsfreq
개인,Q69-2,주로 사용하는 SNS 종류는?,p58snstype
개인,Q69-3,SNS 이용 목적은?,p58snswhy
개인,Q69-4,SNS에서 느끼는 감정은?,p58snsfeel
개인,Q69-5,SNS 이용 시 부작용 경험은?,p58snsproblem
개인,Q70-1,게임 이용 빈도는?,p59gamefreq
개인,Q70-2,게임 선호 장르는?,p59gamegenre
개인,Q70-3,게임 이용 시간은?,p59gametime
개인,Q70-4,게임에 대한 인식은?,p59gameview
개인,Q70-5,게임 관련 정책 만족도는?,p59gamesat
개인,Q71-1,인터넷 쇼핑 빈도는?,p60shopfreq
개인,Q71-2,주로 구매하는 품목은?,p60shopitem
개인,Q71-3,구매 결정 요인은?,p60shopreason
개인,Q71-4,쇼핑 후 만족도는?,p60shopsat
개인,Q71-5,배송 서비스 만족도는?,p60deliverysat
개인,Q72-1,미디어 이용 시간은?,p61mediatime
개인,Q72-2,주 이용 매체는?,p61mediatype
개인,Q72-3,정보 신뢰도는?,p61trust
개인,Q72-4,뉴스 이용 빈도는?,p61newsfreq
개인,Q72-5,뉴스 이용 목적은?,p61newswhy
개인,Q73-1,TV 시청 시간은?,p62tvtime
개인,Q73-2,시청 콘텐츠 종류는?,p62tvtype
개인,Q73-3,선호 채널은?,p62tvchannel
개인,Q73-4,시청 동기 및 이유는?,p62tvwhy
개인,Q73-5,시청 만족도는?,p62tvsat
개인,Q74-1,라디오 청취 여부는?,p63radio
개인,Q74-2,청취 시간은?,p63radiotime
개인,Q74-3,청취 프로그램 종류는?,p63radiotype
개인,Q74-4,청취 목적은?,p63radiowhy
개인,Q74-5,청취 만족도는?,p63radiosat
개인,Q75-1,최근 1년간 공공도서관 이용 여부는?,p64libuse
개인,Q75-2,이용 빈도는?,p64libfreq
개인,Q75-3,이용 목적은?,p64libwhy
개인,Q75-4,이용 만족도는?,p64libsat
개인,Q75-5,도서관 개선 요구 사항은?,p64libimprove
개인,Q76-1,교육방송 시청 여부는?,p65eduview
개인,Q76-2,시청 콘텐츠는 무엇입니까?,p65edutype
개인,Q76-3,시청 시간대는?,p65edutime
개인,Q76-4,시청 동기는?,p65eduwhy
개인,Q76-5,교육방송 만족도는?,p65edusat
개인,Q77-1,온라인 학습 이용 경험은?,p66onlearn
개인,Q77-2,이용한 온라인 플랫폼은?,p66onplatform
개인,Q77-3,이용 만족도는?,p66onsat
개인,Q77-4,이용 시 어려움은?,p66ondiff
개인,Q77-5,향후 이용 의향은?,p66onwill
개인,Q78-1,문해력 향상 필요성 인식 여부는?,p67literacyneed
개인,Q78-2,문해력 수준은?,p67literacylevel
개인,Q78-3,향상 노력 여부는?,p67literacytry
개인,Q78-4,지원 프로그램 인식 여부는?,p67literacyaware
개인,Q78-5,참여 의향은?,p67literacywill
개인,Q79-1,독서모임 참여 여부는?,p68bookgroup
개인,Q79-2,참여 이유는?,p68bookwhy
개인,Q79-3,모임 활동 내용은?,p68bookcontent
개인,Q79-4,모임 만족도는?,p68booksat
개인,Q79-5,향후 참여 의향은?,p68bookwill
개인,Q80-1,1년간 도서 구매 여부는?,p69buybook
개인,Q80-2,구매한 도서 수는?,p69booknum
개인,Q80-3,주로 구매한 도서 유형은?,p69booktype
개인,Q80-4,구매처는 어디입니까?,p69bookstore
개인,Q80-5,구매 목적은?,p69bookwhy
개인,Q81-1,도서 구매 경로는?,p70bookpath
개인,Q81-2,도서 구매 시 고려 요소는?,p70bookfactor
개인,Q81-3,도서 할인 경험은?,p70bookdiscount
개인,Q81-4,도서정가제 인식은?,p70booklawaware
개인,Q81-5,정가제 개선 필요성은?,p70booklawimprove
개인,Q82-1,장애인 복지 인식 수준은?,p71disaware
개인,Q82-2,장애인 복지 정책 인지도는?,p71dispolaware
개인,Q82-3,복지 접근성에 대한 인식은?,p71disaccess
개인,Q82-4,복지 개선 요구사항은?,p71disimprove
개인,Q82-5,복지정책 만족도는?,p71dissat
개인,Q83-1,노인 정책 인지도는?,p72oldaware
개인,Q83-2,노인 지원 정책 이용 경험은?,p72olduse
개인,Q83-3,노인 복지시설 만족도는?,p72oldsat
개인,Q83-4,정책 개선 필요성은?,p72oldimprove
개인,Q83-5,향후 정책 참여 의향은?,p72oldplan
개인,Q84-1,아동 복지 인지도는?,p73childaware
개인,Q84-2,복지 정책 수혜 경험은?,p73childuse
개인,Q84-3,보육 서비스 만족도는?,p73childcare
개인,Q84-4,정책 개선 요구 사항은?,p73childimprove
개인,Q84-5,정책 참여 의향은?,p73childplan
개인,Q85-1,청소년 정책 인식은?,p74teenaware
개인,Q85-2,청소년 보호 정책 만족도는?,p74teensat
개인,Q85-3,정책 참여 경험은?,p74teenuse
개인,Q85-4,정책 정보 획득 경로는?,p74teeninfo
개인,Q85-5,정책 개선 필요사항은?,p74teenimprove
개인,Q86-1,직장 내 성평등 인식은?,p75genderaware
개인,Q86-2,성차별 경험 유무는?,p75genderexp
개인,Q86-3,성평등 정책 인지도는?,p75genderpol
개인,Q86-4,정책 개선 의견은?,p75genderimprove
개인,Q86-5,성평등 실현 의지는?,p75genderwill
개인,Q87-1,범죄에 대한 불안감 수준은?,p76crimefear
개인,Q87-2,범죄 피해 경험 여부는?,p76crimeexp
개인,Q87-3,치안 만족도는?,p76safety
개인,Q87-4,범죄 예방 활동 참여 여부는?,p76crimeprevention
개인,Q87-5,범죄 관련 정책 인식은?,p76crimepolicy
개인,Q88-1,안전한 생활 환경에 대한 인식은?,p77safeenv
개인,Q88-2,위험 요소 인식 여부는?,p77riskaware
개인,Q88-3,생활 안전 교육 경험은?,p77safeedu
개인,Q88-4,위험 상황 대처 능력은?,p77response
개인,Q88-5,정부 안전 정책 만족도는?,p77safepolicy
개인,Q89-1,최근 1년간 이웃과 교류 여부는?,p78neighborcomm
개인,Q89-2,교류 빈도는?,p78neighborfreq
개인,Q89-3,교류 방식은?,p78neighbormethod
개인,Q89-4,이웃 신뢰 수준은?,p78neighbortrust
개인,Q89-5,이웃 간 갈등 경험 여부는?,p78neighborconflict
개인,Q90-1,사회적 신뢰 인식 수준은?,p79trustlevel
개인,Q90-2,사회 신뢰 대상은?,p79trusttarget
개인,Q90-3,신뢰 형성 주요 요소는?,p79trustfactor
개인,Q90-4,신뢰 회복 방안은?,p79trustrecover
개인,Q90-5,신뢰 회복 노력 경험은?,p79trusteffort
개인,Q91-1,지역 사회 활동 참여 여부는?,p80communityjoin
개인,Q91-2,참여 동기는?,p80communitywhy
개인,Q91-3,활동 만족도는?,p80communitysat
개인,Q91-4,지역 사회 애착 수준은?,p80communityfeel
개인,Q91-5,향후 참여 계획은?,p80communityplan
개인,Q92-1,정기적인 기부 경험 여부는?,p81donateexp
개인,Q92-2,기부 금액 수준은?,p81donateamt
개인,Q92-3,기부처는 어디입니까?,p81donatetarget
개인,Q92-4,기부 동기는 무엇입니까?,p81donatewhy
개인,Q92-5,기부 시 애로사항은?,p81donatediff
개인,Q93-1,사회적 기업 인식 수준은?,p82socialcoaware
개인,Q93-2,사회적 기업 상품 구매 경험은?,p82socialcoprod
개인,Q93-3,구매 동기는?,p82socialcobuywhy
개인,Q93-4,상품 만족도는?,p82socialcosat
개인,Q93-5,향후 이용 계획은?,p82socialcoplan
개인,Q94-1,문화예술 향유 빈도는?,p83culturefreq
개인,Q94-2,주로 향유하는 콘텐츠는?,p83culturetype
개인,Q94-3,문화 활동 참여 동기는?,p83culturewhy
개인,Q94-4,문화 향유 시 불편 사항은?,p83culturediff
개인,Q94-5,문화 정책 만족도는?,p83culturesat
개인,Q95-1,스마트폰 사용 시간은?,p84phonetime
개인,Q95-2,주 사용 용도는?,p84phoneuse
개인,Q95-3,사용 시 불편 사항은?,p84phonediff
개인,Q95-4,스마트폰 의존도는?,p84phoneaddict
개인,Q95-5,디지털 디톡스 시도 여부는?,p84phonedetox
